Pathway	SH1	SH2	SH3	SH4	SH5	SH6	SH7	SH8	SH9	SH10	SH11	SH12	SH13	SH14	SH15	SH16	SH17	SH18	SH19	SH20	SH21	SH22	SH23	SH24	SH25	SH26	SH27	SH28	SH29	SH30	YK31	YK32	YK33	YK34	YK35	YK36	YK37	YK38	YK39	YK40	YK41	YK42	YK43	YK44	YK45	YK46	YK47	YK48	YK49	YK50	YK51	YK52	YK53	YK54	YK55	YK56	YK57	YK58	YK59	YK60
PWY-5686: UMP biosynthesis I|g__Blautia.s__Ruminococcus_gnavus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9232e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Campylobacter.s__Campylobacter_lanienae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.80086e-4	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Cellulosilyticum.s__Cellulosilyticum_lentocellum	3.33872e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.35155e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Clostridium.s__Clostridium_bornimense	0	0	0	0	0	0	0	6.01965e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.79352e-4	0	2.33338e-5	0	0	2.00266e-4	0	0	0	2.31493e-5	5.88144e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Clostridium.s__Clostridium_butyricum	2.40084e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.05436e-5	0	0	0	0	2.88223e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Clostridium.s__Clostridium_neonatale	1.29349e-4	0	3.04429e-5	0	1.95258e-5	7.53825e-5	0	3.20669e-5	0	0	7.46583e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.09897e-5	4.54546e-5	2.38943e-5	0	0	6.05731e-4	3.07906e-5	0	0	2.01603e-4	4.28029e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Clostridium.s__Clostridium_perfringens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3214e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Corynebacterium.s__Corynebacterium_efficiens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.02354e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Desulfovibrio.s__Desulfovibrio_piger	3.54198e-5	0	0	0	0	1.68546e-5	0	0	0	0	0	0	0	0	0	3.02094e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.17005e-5	0	0	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Enterococcus.s__Enterococcus_hirae	0	0	0	0	0	0	0	0	4.59385e-5	0	0	7.83526e-4	0.00197988	1.20216e-4	0	0	0	0	0	0	0	0	0	7.44495e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.88307e-5	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Escherichia.s__Escherichia_coli	1.43708e-4	0	0	0	0.00124108	1.4038e-4	0	0	0	8.94161e-4	2.49473e-5	2.56072e-4	0	4.90892e-5	9.22196e-4	3.2273e-4	2.69381e-4	0.00146547	6.86096e-4	7.1867e-4	4.51003e-4	1.95113e-4	2.03884e-4	5.32347e-4	0	1.45309e-4	0	2.49182e-4	9.60248e-4	1.95487e-4	0	0	0	0	4.01592e-4	0	0	1.10828e-4	0	0	0	0	0	0	0	3.97448e-4	7.97047e-4	1.70528e-4	0	2.33638e-4	2.14121e-4	6.50645e-4	4.5156e-4	0	1.22759e-4	1.60074e-4	0	0	2.35115e-4	0
PWY-5686: UMP biosynthesis I|g__Fibrobacter.s__Fibrobacter_sp_UWH4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.53223e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.89372e-4	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Helicobacter.s__Helicobacter_canis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.88613e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.55791e-5	0	0	3.35216e-5	0
PWY-5686: UMP biosynthesis I|g__Lactobacillus.s__Lactobacillus_murinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Lactobacillus.s__Lactobacillus_reuteri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Lysinibacillus.s__Lysinibacillus_fusiformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.32579e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Lysinibacillus.s__Lysinibacillus_massiliensis	0	0	0	0	0	0	0	0	0	2.91103e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Lysinibacillus.s__Lysinibacillus_varians	0	0	7.24323e-5	0	7.55389e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.92483e-5	0	3.57153e-5	0	0	0	0	0	0	0	1.04129e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Methanobrevibacter.s__Methanobrevibacter_millerae	0	0	0	0	0	0	0	0	0	0	0	0	0	3.57741e-5	1.47562e-4	0	0	2.83691e-5	0	6.92917e-5	0	5.00652e-5	3.88997e-5	0	0	0	2.44288e-5	2.03218e-4	4.30234e-5	5.43669e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02989e-4	9.93223e-5	4.59871e-5	0	1.75924e-4	0	0	0	0	0	0	0	9.21243e-5	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Methanobrevibacter.s__Methanobrevibacter_thaueri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.86304e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0925e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Olsenella.s__Olsenella_umbonata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.93821e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Prevotella.s__Prevotella_ruminicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3716e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Prolinoborus.s__Prolinoborus_fasciculus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.56516e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Romboutsia.s__Romboutsia_ilealis	0	0	1.24928e-4	9.97555e-5	0	5.40255e-5	4.99003e-5	9.35736e-5	7.63899e-5	3.60644e-5	1.12162e-4	8.8151e-5	5.03181e-5	8.79971e-5	0	0	0	0	0	0	0	0	0	0	6.98567e-5	0	0	0	1.82888e-5	0	7.57262e-5	7.46516e-5	8.35857e-5	6.87411e-5	0	5.82353e-5	8.81322e-5	0	3.22737e-5	6.17395e-5	7.50543e-5	9.01471e-5	0	9.9728e-5	0	0	0	0	0	4.53672e-5	0	0	0	0	0	0	0	0	4.17791e-5	0
PWY-5686: UMP biosynthesis I|g__Roseburia.s__Roseburia_sp_499	2.40081e-5	0	1.21398e-4	3.20071e-4	8.2063e-5	2.34626e-4	0	2.82425e-4	0	0	1.4034e-4	0	1.99894e-4	0	0	0	0	0	0	0	0	0	0	0	0	2.44023e-5	0	0	0	0	0	0	5.72122e-4	0	0	3.65427e-4	0	0	0	4.28293e-4	3.25913e-4	7.49665e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Rummeliibacillus.s__Rummeliibacillus_sp_POC4	5.59434e-5	0	0	0	0	3.13021e-5	3.58462e-5	0	8.034e-5	0	0	0	8.27249e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.51176e-5	3.65689e-5	0	0	0	0	0	0	0	0	7.08252e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Solibacillus.s__Solibacillus_kalamii	0	0	0	0	1.1356e-5	0	0	0	0	0	0	2.28216e-5	0	0	2.61254e-5	0	1.11471e-5	1.42616e-5	9.12975e-6	8.70555e-6	0	0	0	4.72824e-5	0	0	0	0	0	0	0	3.29883e-5	0	1.30954e-5	1.27954e-4	0	0	1.49299e-5	0	0	0	0	0	0	0	2.9867e-5	1.95011e-5	0	0	0	0	0	1.1002e-5	0	0	0	0	0	2.03463e-5	0
PWY-5686: UMP biosynthesis I|g__Solibacillus.s__Solibacillus_silvestris	0	0	0	0	1.2177e-5	0	0	0	0	0	0	3.34147e-5	0	0	3.67953e-5	0	1.51879e-5	1.54608e-5	2.33494e-5	6.67122e-6	0	0	0	8.75653e-6	0	0	0	0	0	0	0	2.21986e-5	0	1.78748e-5	1.00809e-4	0	0	1.34243e-5	0	0	0	0	0	0	0	2.16335e-5	1.66995e-5	0	0	0	0	0	7.89179e-6	0	0	0	0	0	1.72362e-5	0
PWY-5686: UMP biosynthesis I|g__Streptococcus.s__Streptococcus_equinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.78701e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Streptococcus.s__Streptococcus_gallolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	3.37573e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Succinatimonas.s__Succinatimonas_sp_CAG_777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0692e-5	0	0	0	0	0	0	3.22206e-5	2.11203e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	5.46029e-5	0	0	0	0	4.60409e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05423e-4	0	0
PWY-5686: UMP biosynthesis I|g__Succiniclasticum.s__Succiniclasticum_ruminis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.95021e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.05512e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Turicibacter.s__Turicibacter_sanguinis	2.72956e-4	0	7.32091e-4	9.18772e-4	1.12735e-4	6.76799e-4	2.53818e-4	6.97705e-4	4.45013e-4	1.38552e-4	2.08819e-4	3.8096e-4	1.74424e-4	4.60894e-4	3.5511e-5	1.10438e-4	5.90667e-5	0	0	0	0	0	0	1.98126e-5	3.00506e-4	7.73713e-5	4.47203e-5	5.67134e-5	0	0	9.0713e-4	5.35907e-4	9.08368e-4	1.59791e-4	0	0.00101038	4.1774e-4	0	2.99843e-4	3.07432e-4	0.0010151	4.30242e-4	3.71914e-5	5.75185e-5	4.11125e-5	3.2803e-5	0	0	0	5.12998e-5	0	2.30152e-5	0	0	0	0	0	0	8.46142e-5	0
PWY-5686: UMP biosynthesis I|unclassified	0.0102189	0.0174614	0.0103663	0.0114672	0.00507625	0.0102641	0.0129086	0.0106649	0.0132626	0.00788254	0.0154916	0.0101357	0.0104991	0.00952231	0.00799539	0.0127807	0.0126582	0.00749015	0.0103123	0.00854159	0.0122179	0.0123428	0.0119431	0.0108223	0.010774	0.0102518	0.0160997	0.0106949	0.00788852	0.0126364	0.00867938	0.0105334	0.0114156	0.0152135	0.0104545	0.00837722	0.0115014	0.0131042	0.0130538	0.0102235	0.00916635	0.0118723	0.0142076	0.0142299	0.014155299999999999	0.0103365	0.00955208	0.0122126	0.0168334	0.0128525	0.0134819	0.0100759	0.0122639	0.0147248	0.0134492	0.0139902	0.0169389	0.0121421	0.0123893	0.0169004
PWY-5690: TCA cycle II (plants and fungi)	3.85369e-4	0.00132167	7.1071e-4	5.95769e-4	3.21556e-4	2.74549e-4	3.0413e-4	4.35217e-4	3.79349e-4	4.36867e-4	6.48503e-4	6.56462e-4	6.14664e-4	5.95076e-4	6.31665e-4	8.38686e-4	0.00101421	6.29158e-4	9.64434e-4	0.00110707	9.32217e-4	0.00105885	0.00135222	8.09392e-4	5.93096e-4	0.00105697	3.80069e-4	0.00114448	8.58056e-4	0.00100716	4.66738e-4	6.73528e-4	5.77979e-4	9.57438e-4	0.00116197	3.69853e-4	6.95654e-4	6.62831e-4	7.58761e-4	5.02749e-4	3.60702e-4	1.98632e-4	0.00181084	0.00207479	0.00119078	0.00134911	6.50463e-4	0.00122366	5.52336e-4	0.0011823	4.78568e-4	7.30022e-4	7.90386e-4	7.12782e-4	7.5572e-4	0.001191	0.00129627	2.75492e-4	9.76342e-4	0.00111762
PWY-5690: TCA cycle II (plants and fungi)|unclassified	3.27785e-4	0.00125585	5.65238e-4	5.54588e-4	2.95162e-4	2.28191e-4	2.90266e-4	4.07761e-4	3.71875e-4	4.11221e-4	6.42751e-4	6.3008e-4	6.01025e-4	5.28437e-4	5.54707e-4	7.68439e-4	9.43831e-4	5.00586e-4	8.57658e-4	9.54923e-4	8.40535e-4	9.92821e-4	0.00124178	7.00596e-4	5.6077e-4	0.00102519	3.3297e-4	0.00104989	7.60446e-4	9.33153e-4	4.41777e-4	5.44114e-4	5.07036e-4	9.49804e-4	0.00108362	3.38905e-4	6.5252e-4	6.45523e-4	7.3843e-4	4.13359e-4	3.36637e-4	1.96442e-4	0.00178336	0.00197306	0.00116347	0.00126558	5.82822e-4	0.00117077	5.41828e-4	0.00108294	4.4342e-4	6.4382e-4	7.0571e-4	7.01015e-4	6.82749e-4	0.00110518	0.0012863	2.41954e-4	9.42455e-4	0.00107075
PWY-5692: allantoin degradation to glyoxylate II	3.01882e-5	0	0	0	5.0885e-5	1.80317e-5	0	0	0	9.53269e-5	0	2.28225e-5	0	1.57854e-5	4.31057e-5	0	2.85131e-5	1.0722e-4	3.37439e-5	5.24747e-5	5.57436e-5	2.69693e-5	1.81788e-5	4.41357e-5	1.72685e-5	2.19079e-5	0	3.77369e-5	1.01282e-4	3.58031e-5	0	1.8697e-5	0	0	4.8706e-5	0	0	1.5391e-5	0	0	0	0	0	0	0	2.07083e-5	1.13219e-4	3.44669e-5	0	2.07245e-5	4.18712e-5	4.31114e-5	0	0	2.91343e-5	3.78595e-5	0	0	3.72289e-5	0
PWY-5692: allantoin degradation to glyoxylate II|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.00995e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.80068e-5	0	0	0	0	3.33512e-5	0	0	0	0	0	0	0	0
PWY-5692: allantoin degradation to glyoxylate II|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.98579e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5692: allantoin degradation to glyoxylate II|unclassified	1.6969e-5	0	0	0	3.40165e-5	0	0	0	0	3.95865e-5	0	0	0	1.35499e-5	0	0	0	0	1.82263e-5	1.45619e-5	4.23932e-5	0	0	1.75894e-5	1.72304e-5	0	0	2.53851e-5	4.47862e-5	2.0237e-5	0	0	0	0	1.49451e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.19787e-5	8.68823e-6	0	0	0	2.59845e-5	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation	0.00465062	0.00487556	0.00519199	0.00707065	0.00649311	0.00582214	0.00306003	0.00474154	0.00409388	0.00696089	0.0045717	0.00540584	0.00359168	0.00447702	0.00630467	0.00562665	0.00412252	0.00688894	0.00631175	0.00685097	0.00628813	0.00501484	0.00602808	0.00573511	0.00557912	0.00488189	0.00260756	0.00660028	0.00680209	0.00613132	0.00552111	0.00479994	0.0048455700000000004	0.00506233	0.0067423	0.00509521	0.00434819	0.00512239	0.00551648	0.00363543	0.00486854	0.00431015	0.00747008	0.00808993	0.00557515	0.00703008	0.00648481	0.00703463	0.00196773	0.00598462	0.00466974	0.00546833	0.00508424	0.00486868	0.00505017	0.00667379	0.0055838	0.00519967	0.00534263	0.0057272
PWY-5695: inosine 5'-phosphate degradation|g__Bacillus.s__Bacillus_sp_7586_K	0	0	0	0	0	0	0	0	0	1.09545e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.01564e-5	0	0	2.68415e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.03046e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Cellulosilyticum.s__Cellulosilyticum_lentocellum	0	0	6.19076e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.86843e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Clostridium.s__Clostridium_butyricum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.39975e-5	0	0	0	0	3.34911e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Clostridium.s__Clostridium_perfringens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.88109e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Desulfovibrio.s__Desulfovibrio_piger	5.15602e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.53037e-5	0	1.61797e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.23755e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.46207e-5	0	0	0	0	0	0	2.1479e-5	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Enterococcus.s__Enterococcus_gallinarum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.03185e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Escherichia.s__Escherichia_coli	3.86386e-4	1.58041e-4	0	0	0.00255694	3.1686e-4	0	0	0	0.00193659	4.2609e-5	3.91758e-4	0	1.65991e-4	0.00136814	6.091e-4	3.42167e-4	0.0021036	0.00123358	0.00116533	0.00105234	1.9161e-4	4.35497e-4	0.00110902	8.19149e-5	2.91534e-4	0	6.14897e-4	0.00169174	4.36261e-4	0	7.97084e-5	0	4.16286e-5	5.06951e-4	0	4.22943e-5	1.40427e-4	0	0	0	0	0	1.43108e-4	4.0864e-5	5.56772e-4	0.00110299	2.68988e-4	0	6.30145e-4	4.79157e-4	0.0010556	8.88678e-4	0	1.31772e-4	2.54145e-4	0	0	3.19718e-4	0
PWY-5695: inosine 5'-phosphate degradation|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.48597e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.69301e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Lysinibacillus.s__Lysinibacillus_fusiformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.71526e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Prevotella.s__Prevotella_ruminicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.34375e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Prevotella.s__Prevotella_sp_CAG_1031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1824e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Prevotellaceae_unclassified.s__Prevotellaceae_bacterium_HUN156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2398e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Romboutsia.s__Romboutsia_ilealis	2.4909e-5	0	4.8812e-5	8.80265e-5	0	4.3913e-5	0	5.92864e-5	8.23646e-5	2.14175e-5	5.29414e-5	0	0	4.00878e-5	0	2.46855e-5	0	0	0	0	0	0	0	0	3.41431e-5	2.50583e-5	0	0	0	0	5.81996e-5	4.35253e-5	6.70686e-5	0	0	7.14608e-5	5.47755e-5	0	0	0	8.22233e-5	7.71825e-5	0	9.5392e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.56358e-5	0
PWY-5695: inosine 5'-phosphate degradation|g__Rummeliibacillus.s__Rummeliibacillus_sp_POC4	9.02996e-5	0	0	0	0	3.04326e-5	3.42209e-5	0	1.06412e-4	0	0	0	1.03435e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.28585e-4	2.14248e-5	0	0	0	0	0	0	0	0	7.23607e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Solibacillus.s__Solibacillus_kalamii	0	0	0	0	2.31441e-5	0	0	0	0	0	0	5.88721e-5	0	0	3.43027e-5	0	0	2.69563e-5	3.05895e-5	0	0	0	0	2.62126e-5	0	0	0	0	0	2.28468e-5	0	4.66372e-5	0	7.54035e-5	2.00699e-4	0	0	1.90671e-5	0	0	0	0	0	0	0	4.47127e-5	4.37035e-5	0	0	0	0	0	0	0	0	0	0	0	2.78305e-5	0
PWY-5695: inosine 5'-phosphate degradation|g__Solibacillus.s__Solibacillus_silvestris	0	0	0	0	6.74554e-6	0	0	0	0	0	0	3.32162e-5	0	0	2.53799e-5	0	0	1.14509e-5	1.35222e-5	0	0	0	0	1.54016e-5	0	0	0	0	0	1.8487e-5	0	2.03497e-5	0	3.19391e-5	8.83814e-5	0	0	0	0	0	0	0	0	0	0	2.87762e-5	3.85999e-5	0	0	0	0	0	0	0	0	0	0	0	1.22422e-5	0
PWY-5695: inosine 5'-phosphate degradation|g__Streptococcus.s__Streptococcus_uberis	0	0	2.35474e-5	0	0	4.33822e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Turicibacter.s__Turicibacter_sanguinis	1.69466e-4	0	5.11237e-4	5.75054e-4	4.55356e-5	4.99368e-4	2.24832e-4	5.63518e-4	4.84039e-4	7.28763e-5	2.70893e-4	2.84461e-4	1.24233e-4	4.35605e-4	3.09323e-5	9.29555e-5	4.70111e-5	0	0	0	0	0	2.64203e-5	1.89855e-5	9.2268e-5	8.09364e-5	0	6.51499e-5	0	0	6.2155e-4	3.50434e-4	5.97452e-4	1.75156e-4	0	6.92031e-4	2.87554e-4	0	1.71156e-4	2.61014e-4	8.53307e-4	3.81396e-4	5.20724e-5	6.57258e-5	4.56873e-5	6.17112e-5	5.16395e-5	0	0	2.75116e-5	1.46337e-5	2.23044e-5	0	0	0	0	2.22826e-5	0	5.34757e-5	0
