# Pathway	# Pathway	SH1	SH2	SH3	SH4	SH5	SH6	SH7	SH8	SH9	SH10	SH11	SH12	SH13	SH14	SH15	SH16	SH17	SH18	SH19	SH20	SH21	SH22	SH23	SH24	SH25	SH26	SH27	SH28	SH29	SH30	YK31	YK32	YK33	YK34	YK35	YK36	YK37	YK38	YK39	YK40	YK41	YK42	YK43	YK44	YK45	YK46	YK47	YK48	YK49	YK50	YK51	YK52	YK53	YK54	YK55	YK56	YK57	YK58	YK59	YK60
PWY-6609: adenine and adenosine salvage III|g__Desulfovibrio.s__Desulfovibrio_piger	PWY-6609: adenine and adenosine salvage III|g__Desulfovibrio.s__Desulfovibrio_piger	4.15331E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.17191E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.10712E-05	0	0	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Enterococcus.s__Enterococcus_casseliflavus	PWY-6609: adenine and adenosine salvage III|g__Enterococcus.s__Enterococcus_casseliflavus	0	0	0	0	0	0	0	0	0	3.38621E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.32661E-05	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Enterococcus.s__Enterococcus_gallinarum	PWY-6609: adenine and adenosine salvage III|g__Enterococcus.s__Enterococcus_gallinarum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.07823E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Enterococcus.s__Enterococcus_hirae	PWY-6609: adenine and adenosine salvage III|g__Enterococcus.s__Enterococcus_hirae	0	0	0	0	0	0	0	0	0.000122918	0	0	0.000898991	0.00288684	0.000227133	0	0	0	0	0	0	0	0	0	0.000165501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000155534	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Escherichia.s__Escherichia_coli	PWY-6609: adenine and adenosine salvage III|g__Escherichia.s__Escherichia_coli	0.000239783	4.01352E-05	0	0	0.0014088	0.000205792	0	0	0	0.00114718	3.40526E-05	0.000164698	0	7.66238E-05	0.000731544	0.000454039	0.000235747	0.00067549	0.000804506	0.000732988	0.000655451	0.00012421	0.000277434	0.000558962	2.17003E-05	0.000177464	0	0.00025097	0.00106057	0.000236152	0	8.95702E-05	0	3.76645E-05	0.0003305	0	2.27607E-05	6.50246E-05	0	0	0	0	0	6.27913E-05	0	0.000392443	0.000666339	0.000157421	0	0.000259372	0.000253319	0.000714416	0.000531333	0	0.000084121	0.000146108	0	0	0.00023501	0
PWY-6609: adenine and adenosine salvage III|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	PWY-6609: adenine and adenosine salvage III|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.06583E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Klebsiella.s__Klebsiella_pneumoniae	PWY-6609: adenine and adenosine salvage III|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000127553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Lactobacillus.s__Lactobacillus_murinus	PWY-6609: adenine and adenosine salvage III|g__Lactobacillus.s__Lactobacillus_murinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Lactobacillus.s__Lactobacillus_reuteri	PWY-6609: adenine and adenosine salvage III|g__Lactobacillus.s__Lactobacillus_reuteri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Lysinibacillus.s__Lysinibacillus_fusiformis	PWY-6609: adenine and adenosine salvage III|g__Lysinibacillus.s__Lysinibacillus_fusiformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.21162E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Lysinibacillus.s__Lysinibacillus_massiliensis	PWY-6609: adenine and adenosine salvage III|g__Lysinibacillus.s__Lysinibacillus_massiliensis	0	0	0	0	7.16645E-06	0	0	0	0	2.07853E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Lysinibacillus.s__Lysinibacillus_varians	PWY-6609: adenine and adenosine salvage III|g__Lysinibacillus.s__Lysinibacillus_varians	0	0	3.63534E-05	0	5.76781E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.34142E-05	0	0	7.13175E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Olsenella.s__Olsenella_umbonata	PWY-6609: adenine and adenosine salvage III|g__Olsenella.s__Olsenella_umbonata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000163152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Paenibacillus.s__Paenibacillus_barengoltzii	PWY-6609: adenine and adenosine salvage III|g__Paenibacillus.s__Paenibacillus_barengoltzii	0	0	0	0	0	0	0	0	0	1.18198E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Prevotella.s__Prevotella_ruminicola	PWY-6609: adenine and adenosine salvage III|g__Prevotella.s__Prevotella_ruminicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000234023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Prevotella.s__Prevotella_sp_CAG_1031	PWY-6609: adenine and adenosine salvage III|g__Prevotella.s__Prevotella_sp_CAG_1031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.52188E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Prevotellaceae_unclassified.s__Prevotellaceae_bacterium_HUN156	PWY-6609: adenine and adenosine salvage III|g__Prevotellaceae_unclassified.s__Prevotellaceae_bacterium_HUN156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000153534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.98443E-05	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Prolinoborus.s__Prolinoborus_fasciculus	PWY-6609: adenine and adenosine salvage III|g__Prolinoborus.s__Prolinoborus_fasciculus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.29378E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Romboutsia.s__Romboutsia_ilealis	PWY-6609: adenine and adenosine salvage III|g__Romboutsia.s__Romboutsia_ilealis	0.000040117	0	0.000169636	0.000167663	0	6.69411E-05	4.47581E-05	0.000113482	0.000151564	5.62394E-05	0.000120815	0.00017589	6.67946E-05	9.56753E-05	0	8.28612E-05	5.66334E-05	0	0	0	0	0	0	0	3.34473E-05	5.31826E-05	0	0	4.76217E-05	0	0.000158395	0.000159186	0.000228484	8.36211E-05	0	0.000134503	0.000162748	0	4.38666E-05	9.63227E-05	0.000145654	0.000121852	0	4.44353E-05	0	3.62145E-05	0	0	0	7.45315E-05	0	0	0	0	0	0	0	0	7.15818E-05	0
PWY-6609: adenine and adenosine salvage III|g__Roseburia.s__Roseburia_sp_499	PWY-6609: adenine and adenosine salvage III|g__Roseburia.s__Roseburia_sp_499	3.51764E-05	0	8.81393E-05	0.000311849	5.84555E-05	0.000214564	0	0.000223477	2.66786E-05	0	0.000103775	0	0.000175567	0	0	0	0	0	0	0	0	0	0	0	1.58243E-05	0	0	0	0	0	0	0	0.00043724	0	0	0.000353878	0	0	0	0.000289809	0.000282169	3.85458E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Rummeliibacillus.s__Rummeliibacillus_sp_POC4	PWY-6609: adenine and adenosine salvage III|g__Rummeliibacillus.s__Rummeliibacillus_sp_POC4	0.00016637	0	2.42311E-05	0	0	0.000059715	0.000088701	0	0.000208586	0	0	0	0.000183236	1.21594E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000222708	7.42183E-05	0	0	0	0	0	0	0	0	0.000131084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Sarcina.s__Sarcina_sp_DSM_11001	PWY-6609: adenine and adenosine salvage III|g__Sarcina.s__Sarcina_sp_DSM_11001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.98415E-05	0	0	3.54046E-05	0	3.81518E-05	0	0	5.22689E-05	0	0	0	0	2.13671E-05	0	3.30601E-05	0	1.87569E-05	0	0	0	0	0	0	0	0	0	0	0	8.03827E-05	0	0	0	8.11028E-05	0	0	0	0	0	0	0	2.05542E-05	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Solibacillus.s__Solibacillus_kalamii	PWY-6609: adenine and adenosine salvage III|g__Solibacillus.s__Solibacillus_kalamii	0	0	0	0	3.05605E-05	0	0	0	0	3.93332E-06	0	4.55923E-05	0	0	2.72821E-05	0	0	3.60804E-05	4.65648E-05	0	0	0	0	2.08772E-05	0	0	0	0	0	2.21846E-05	0	5.52802E-05	0	9.93924E-05	0.000201099	0	0	2.88768E-05	0	0	0	0	0	0	1.97608E-05	4.57508E-05	3.58128E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Solibacillus.s__Solibacillus_silvestris	PWY-6609: adenine and adenosine salvage III|g__Solibacillus.s__Solibacillus_silvestris	0	0	0	0	4.88351E-06	0	0	0	0	3.93332E-06	0	2.48542E-05	0	0	2.15011E-05	0	0	1.53712E-05	1.26921E-05	0	0	0	0	1.18683E-05	0	0	0	0	0	8.95862E-06	0	2.28476E-05	0	3.52554E-05	7.79188E-05	0	0	2.28572E-05	0	0	0	0	0	0	0	1.53759E-05	9.52948E-06	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Streptococcus.s__Streptococcus_equinus	PWY-6609: adenine and adenosine salvage III|g__Streptococcus.s__Streptococcus_equinus	0.000029965	0	0.000019263	0	2.03366E-05	1.13101E-05	0	2.32108E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013442	6.60086E-05	0.00011398	0	0	0	0.000269106	0	0	0.00022038	8.95703E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Streptococcus.s__Streptococcus_gallolyticus	PWY-6609: adenine and adenosine salvage III|g__Streptococcus.s__Streptococcus_gallolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000060797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Streptococcus.s__Streptococcus_uberis	PWY-6609: adenine and adenosine salvage III|g__Streptococcus.s__Streptococcus_uberis	0	0	2.38954E-05	0	0	2.90666E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Treponema.s__Treponema_saccharophilum	PWY-6609: adenine and adenosine salvage III|g__Treponema.s__Treponema_saccharophilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00005865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Turicibacter.s__Turicibacter_sanguinis	PWY-6609: adenine and adenosine salvage III|g__Turicibacter.s__Turicibacter_sanguinis	0.000125631	0	0.000382281	0.000427912	3.25991E-05	0.000399173	0.000181404	0.000427221	0.000426504	5.33683E-05	0.000198811	0.000213236	9.05591E-05	0.000345666	2.07178E-05	8.20298E-05	6.93762E-05	2.10821E-05	0	0	0	0	1.88555E-05	0	0.000064211	7.14344E-05	0	4.91974E-05	0	0	0.000472185	0.000271974	0.000464407	0.000133108	0	0.000539135	0.000213826	0	0.000122909	0.000202645	0.000705559	0.000283485	5.16013E-05	5.07061E-05	3.56419E-05	4.20499E-05	4.12663E-05	0	0	1.91658E-05	0	0	0	0	0	0	2.02733E-05	0	3.95155E-05	0
PWY-6609: adenine and adenosine salvage III|unclassified	PWY-6609: adenine and adenosine salvage III|unclassified	0.0085717	0.0113511	0.00927125	0.01116	0.00364519	0.00864587	0.0127422	0.0109096	0.0105472	0.00560581	0.0117602	0.00725682	0.00896567	0.00905489	0.00585734	0.00963617	0.00857621	0.00503598	0.00754466	0.00723238	0.00778966	0.00898819	0.00867341	0.00713854	0.0110995	0.0081425	0.0156369	0.00759784	0.00548196	0.00902471	0.00865189	0.00953847	0.00959589	0.00944584	0.00709787	0.00854621	0.00991382	0.00945371	0.00941168	0.0125574	0.00772477	0.0105298	0.0103889	0.00906624	0.00997363	0.00720345	0.00656609	0.0087338	0.0152826	0.007994	0.010063	0.00620783	0.00760504	0.0104715	0.00942437	0.00930188	0.0118856	0.00931645	0.00926091	0.010091
PWY-6612: superpathway of tetrahydrofolate biosynthesis	PWY-6612: superpathway of tetrahydrofolate biosynthesis	8.38846E-05	0	0	0	0.000359439	0.000157074	0	5.00159E-05	0	0.000352554	3.76325E-05	0.000303181	0	0.000263491	0.000248551	0.000410206	6.71114E-05	0.00082574	0.000304759	0.000318195	9.31561E-05	8.98682E-05	9.13789E-05	0.000445326	1.45882E-05	7.95568E-05	0	0.000829375	0.000261886	0	0.000275869	7.62724E-05	6.31214E-05	0	0.000457543	0	0.000527503	6.48719E-05	0	0	8.51536E-05	0	0	5.71028E-05	0	0.000155829	0.000270078	0.00055502	0	0.000128175	0.000121076	0.000330651	0.000196909	0	0	0.000141998	0	0.000046788	0.000141029	0
PWY-6612: superpathway of tetrahydrofolate biosynthesis|g__Escherichia.s__Escherichia_coli	PWY-6612: superpathway of tetrahydrofolate biosynthesis|g__Escherichia.s__Escherichia_coli	0	0	0	0	0.000343227	0.000059743	0	0	0	0.000216708	0	6.11672E-05	0	0.000032897	0.00019666	0.00015341	0	0.000435538	0.000273942	0.000289699	8.79419E-05	0	5.13977E-05	0.000115353	0	0	0	0.00013173	0.000250093	0	0	0	0	0	0.000130858	0	0	4.47737E-05	0	0	0	0	0	0	0	0.000136629	0.000247825	7.05192E-05	0	0.000113207	0	0.000228042	0.000149295	0	0	8.88264E-05	0	0	7.31549E-05	0
PWY-6612: superpathway of tetrahydrofolate biosynthesis|g__Klebsiella.s__Klebsiella_pneumoniae	PWY-6612: superpathway of tetrahydrofolate biosynthesis|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000148306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6612: superpathway of tetrahydrofolate biosynthesis|g__Streptococcus.s__Streptococcus_gallolyticus	PWY-6612: superpathway of tetrahydrofolate biosynthesis|g__Streptococcus.s__Streptococcus_gallolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	4.57714E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6612: superpathway of tetrahydrofolate biosynthesis|unclassified	PWY-6612: superpathway of tetrahydrofolate biosynthesis|unclassified	0	0	0	0	0	0	0	4.61497E-05	0	0.000120396	2.57541E-05	0.00016608	0	0	3.86619E-05	0.000262205	4.94634E-05	0	0	0	0	8.36032E-05	3.36781E-05	0.00029202	1.40993E-05	6.35293E-05	0	0.000631805	0	0	0	0	0	0	7.90308E-05	0	3.39811E-05	0	0	0	0	0	0	4.11194E-05	0	0	0	0.000378496	0	0	0	0	0.000030908	0	0	5.82472E-05	0	4.61433E-05	0	0
PWY-6628: superpathway of L-phenylalanine biosynthesis	PWY-6628: superpathway of L-phenylalanine biosynthesis	0.0024453	0.00174735	0.0025792	0.00219102	0.00194888	0.00155792	0.00178024	0.00203788	0.00190489	0.00258096	0.00189679	0.00245589	0.00293189	0.00253156	0.0023335	0.00194359	0.00193992	0.00144523	0.00232311	0.00233771	0.00205352	0.00236445	0.00206725	0.00217062	0.00192792	0.00166676	0.00285691	0.00266214	0.00164926	0.00215495	0.0043512	0.00236779	0.0021581	0.00234451	0.00240154	0.00147675	0.00255641	0.00261293	0.00191338	0.00289476	0.0017906	0.00233842	0.00208721	0.00199629	0.00211778	0.0029441	0.00187641	0.00305574	0.00303594	0.00171836	0.00226625	0.00237338	0.00206394	0.00248309	0.00303988	0.00197719	0.00208399	0.00346354	0.00231012	0.00227246
PWY-6628: superpathway of L-phenylalanine biosynthesis|g__Bifidobacterium.s__Bifidobacterium_longum	PWY-6628: superpathway of L-phenylalanine biosynthesis|g__Bifidobacterium.s__Bifidobacterium_longum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6628: superpathway of L-phenylalanine biosynthesis|g__Bifidobacterium.s__Bifidobacterium_merycicum	PWY-6628: superpathway of L-phenylalanine biosynthesis|g__Bifidobacterium.s__Bifidobacterium_merycicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00016607	0	0	0	0	7.55728E-05	0	0	0	0	0	0.000147389	0	0	0	0	0	0	0	0	0	0	0	0	6.53094E-05	0	0	0	5.69331E-05	0	0	0	0.000253269	0	0	3.58668E-05	0	0	0	0	0	0.000141708	0	0	0.000595686	0	0
PWY-6628: superpathway of L-phenylalanine biosynthesis|g__Escherichia.s__Escherichia_coli	PWY-6628: superpathway of L-phenylalanine biosynthesis|g__Escherichia.s__Escherichia_coli	7.90578E-05	0	0	0	0.000497482	7.83643E-05	0	0	0	0.000338979	0	0.000138825	0	0	0.000440457	0.000194897	0.000103886	0.000408618	0.000379328	0.000263384	0.00017999	8.13692E-05	0.000134355	0.000247007	0	0.000102717	0	0.000127767	0.000357075	9.52161E-05	0	0	0	0	0.00012962	0	0	0	0	0	0	0	0	0	0	0.000161484	0.000230604	3.67832E-05	0	0.000145398	9.72708E-05	0.0003388	0.0002845	0	0	7.29305E-05	0	0	9.70677E-05	0
PWY-6628: superpathway of L-phenylalanine biosynthesis|g__Rummeliibacillus.s__Rummeliibacillus_sp_POC4	PWY-6628: superpathway of L-phenylalanine biosynthesis|g__Rummeliibacillus.s__Rummeliibacillus_sp_POC4	0	0	0	0	0	0	0	0	9.05677E-05	0	0	0	5.79498E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.86638E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6628: superpathway of L-phenylalanine biosynthesis|g__Streptococcus.s__Streptococcus_equinus	PWY-6628: superpathway of L-phenylalanine biosynthesis|g__Streptococcus.s__Streptococcus_equinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000350392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6628: superpathway of L-phenylalanine biosynthesis|g__Streptococcus.s__Streptococcus_gallolyticus	PWY-6628: superpathway of L-phenylalanine biosynthesis|g__Streptococcus.s__Streptococcus_gallolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	3.86593E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6628: superpathway of L-phenylalanine biosynthesis|unclassified	PWY-6628: superpathway of L-phenylalanine biosynthesis|unclassified	0.00190868	0.00152418	0.00193518	0.00193665	0.000801944	0.00125663	0.00163718	0.00143037	0.00151901	0.00141083	0.00165133	0.00150004	0.00186849	0.00132295	0.00123563	0.00162237	0.00154389	0.000637555	0.00142586	0.00167922	0.00168858	0.00191542	0.00169001	0.00150726	0.000985295	0.00137356	0.00277683	0.00224726	0.00108799	0.00184971	0.0012631	0.00175848	0.0014819	0.00213909	0.00154361	0.00113659	0.00181455	0.00214683	0.00185065	0.00196824	0.00115309	0.00141407	0.00170049	0.00180942	0.00188984	0.00198455	0.00124659	0.00273031	0.00280965	0.00145221	0.0020524	0.0016879	0.00160737	0.00211732	0.00229195	0.00158275	0.00204991	0.00157573	0.00186875	0.00201642
PWY-6630: superpathway of L-tyrosine biosynthesis	PWY-6630: superpathway of L-tyrosine biosynthesis	0.00211351	0.00148575	0.00232979	0.00143914	0.00130463	0.00133684	0.00151864	0.00173761	0.00164406	0.00172672	0.00162793	0.00237737	0.00292102	0.0022122	0.0015393	0.00164299	0.00161579	0.000891929	0.0014574	0.00156397	0.00165314	0.00147339	0.0016698	0.00181235	0.0016238	0.00144564	0.00218276	0.00228816	0.00129825	0.00178038	0.00425978	0.00226608	0.00184952	0.00153858	0.00209833	0.00127763	0.00227828	0.0020845	0.00160046	0.00235287	0.00163487	0.00159913	0.00195052	0.00183174	0.0017017	0.0025395	0.00137508	0.0029144	0.0024093	0.00138243	0.00161609	0.00167696	0.0016604	0.00245772	0.0027002	0.00159682	0.00190473	0.00306519	0.00175398	0.00171163
PWY-6630: superpathway of L-tyrosine biosynthesis|g__Bifidobacterium.s__Bifidobacterium_merycicum	PWY-6630: superpathway of L-tyrosine biosynthesis|g__Bifidobacterium.s__Bifidobacterium_merycicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000164352	0	0	0	0	7.43316E-05	0	0	0	0	0	0.000149181	0	0	0	0	0	0	0	0	0	0	0	0	8.15627E-05	0	0	0	5.59948E-05	0	0	0	0.000280826	0	0	3.77955E-05	0	0	0	0	0	0.000141112	0	0	0.000591445	0	0
PWY-6630: superpathway of L-tyrosine biosynthesis|g__Escherichia.s__Escherichia_coli	PWY-6630: superpathway of L-tyrosine biosynthesis|g__Escherichia.s__Escherichia_coli	0	0	0	0	0.000373812	0	0	0	0	0.000199357	0	4.30412E-05	0	0	0.000250232	0	7.79474E-05	0.000238491	0.000235475	8.33428E-05	0.000104536	0	0	0.000123797	0	5.96096E-05	0	7.34719E-05	0.000160657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000100792	0	0	0	0	0	0	0	0
PWY-6630: superpathway of L-tyrosine biosynthesis|g__Lysinibacillus.s__Lysinibacillus_fusiformis	PWY-6630: superpathway of L-tyrosine biosynthesis|g__Lysinibacillus.s__Lysinibacillus_fusiformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.63732E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6630: superpathway of L-tyrosine biosynthesis|g__Lysinibacillus.s__Lysinibacillus_varians	PWY-6630: superpathway of L-tyrosine biosynthesis|g__Lysinibacillus.s__Lysinibacillus_varians	0	0	5.29449E-05	0	4.65166E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000528	0	3.37109E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6630: superpathway of L-tyrosine biosynthesis|g__Rummeliibacillus.s__Rummeliibacillus_sp_POC4	PWY-6630: superpathway of L-tyrosine biosynthesis|g__Rummeliibacillus.s__Rummeliibacillus_sp_POC4	0	0	0	0	0	0	0	0	8.85569E-05	0	0	0	5.60778E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.10223E-05	2.24816E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6630: superpathway of L-tyrosine biosynthesis|g__Streptococcus.s__Streptococcus_equinus	PWY-6630: superpathway of L-tyrosine biosynthesis|g__Streptococcus.s__Streptococcus_equinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000350789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6630: superpathway of L-tyrosine biosynthesis|g__Streptococcus.s__Streptococcus_gallolyticus	PWY-6630: superpathway of L-tyrosine biosynthesis|g__Streptococcus.s__Streptococcus_gallolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	3.39761E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
